"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17624","should login with valid credentials","","Mon Aug 05 17:09:56 BRT 2024","passed","Mon Aug 05 17:10:13 BRT 2024","","My Login application","",""
